customer_id,customer_name,age,gender,region,employment_status,annual_income,credit_score,debt_to_income_ratio,total_txn_amount,txn_count,avg_txn_amount,outlier_txn_count,total_loan_amount,active_loans,defaulted_loans,late_loans,risk_score,risk_band
CUST-00067,Customer_67,54,M,North,Retired,22758.48,578,0.643,674.86,26,25.956153846153846,0,0.0,0.0,0.0,0.0,33.26,Medium
CUST-00068,Customer_68,53,M,North,Self-Employed,71817.63,683,0.391,1545.96,23,67.21565217391304,2,93864.8,1.0,0.0,0.0,21.06,Low
CUST-00069,Customer_69,41,M,West,Employed,111020.79,555,0.306,4824.95,46,104.89021739130435,9,26187.27,0.0,0.0,1.0,30.87,Medium
CUST-00070,Customer_70,28,M,Central,Self-Employed,78293.53,752,0.383,2239.36,28,79.97714285714287,3,134763.48,2.0,0.0,0.0,17.14,Low
CUST-00071,Customer_71,48,M,West,Self-Employed,38233.81,634,0.135,769.71,24,32.07125,0,68953.09,1.0,0.0,0.0,18.93,Low
CUST-00072,Customer_72,40,F,East,Employed,61277.85,731,0.502,3507.07,54,64.94574074074075,4,0.0,0.0,0.0,0.0,19.29,Low
CUST-00073,Customer_73,39,F,South,Employed,39933.6,737,0.37,1158.65,24,48.27708333333334,1,14951.04,1.0,0.0,0.0,16.67,Low
CUST-00074,Customer_74,34,F,West,Employed,20000.0,761,0.063,841.29,51,16.495882352941177,0,47729.47,0.0,0.0,0.0,9.84,Low
CUST-00075,Customer_75,55,M,North,Employed,138424.88,463,0.284,2850.55,19,150.02894736842106,7,99643.27,0.0,0.0,0.0,30.05,Medium
CUST-00076,Customer_76,29,M,North,Employed,41776.73,615,0.153,693.84,22,31.53818181818182,0,51089.38,1.0,0.0,0.0,18.72,Low
CUST-00077,Customer_77,52,F,South,Retired,37023.73,684,0.522,1488.25,46,32.35326086956522,2,62272.93,0.0,1.0,0.0,36.7,Medium
CUST-00078,Customer_78,37,M,South,Employed,41455.63,810,0.251,1553.3,55,28.241818181818182,0,32643.71,1.0,0.0,0.0,10.06,Low
CUST-00079,Customer_79,48,F,Central,Self-Employed,46538.7,628,0.301,974.64,29,33.608275862068965,1,92061.23999999999,1.0,0.0,0.0,22.52,Low
CUST-00080,Customer_80,18,M,Central,Employed,87251.78,720,0.367,1209.2,19,63.642105263157895,1,31606.11,1.0,0.0,0.0,16.66,Low
CUST-00081,Customer_81,51,M,South,Employed,80063.4,703,0.427,5632.91,53,106.28132075471697,6,0.0,0.0,0.0,0.0,19.2,Low
CUST-00082,Customer_82,35,M,Central,Employed,34505.51,710,0.022,337.42,17,19.848235294117647,0,7003.9,0.0,0.0,0.0,11.15,Low
CUST-00083,Customer_83,31,M,East,Employed,31999.39,709,0.826,600.73,15,40.04866666666667,0,0.0,0.0,0.0,0.0,27.37,Medium
CUST-00084,Customer_84,34,F,Central,Employed,90956.63,784,0.761,2807.89,34,82.585,3,0.0,0.0,0.0,0.0,21.18,Low
CUST-00085,Customer_85,32,M,North,Self-Employed,65732.65,693,0.248,1810.39,36,50.288611111111116,1,145243.53,3.0,0.0,0.0,17.47,Low
CUST-00086,Customer_86,34,F,North,Employed,82750.12,656,0.245,3791.39,41,92.47292682926829,8,58984.46,2.0,0.0,0.0,18.49,Low
CUST-00087,Customer_87,66,M,East,Employed,51605.74,770,0.184,1449.9,29,49.99655172413794,2,157360.72,1.0,0.0,0.0,10.98,Low
CUST-00088,Customer_88,54,F,Central,Employed,37648.57,542,0.246,1399.91,43,32.55604651162791,0,0.0,0.0,0.0,0.0,24.69,Low
CUST-00089,Customer_89,18,M,Central,Employed,36803.61,710,0.287,703.39,23,30.582173913043476,0,24756.22,1.0,0.0,0.0,16.37,Low
CUST-00090,Customer_90,48,M,West,Employed,118899.02,771,0.38,3381.16,32,105.66125,6,162248.96000000002,1.0,0.0,0.0,14.45,Low
CUST-00091,Customer_91,31,F,North,Retired,137361.89,721,0.202,6439.75,36,178.88194444444446,9,22604.52,0.0,0.0,0.0,15.76,Low
CUST-00092,Customer_92,57,M,North,Employed,46884.83,646,0.176,2050.7,40,51.2675,2,59718.43,1.0,0.0,0.0,17.6,Low
CUST-00093,Customer_93,58,F,Central,Self-Employed,24398.58,710,0.207,568.33,31,18.333225806451615,0,0.0,0.0,0.0,0.0,16.76,Low
CUST-00094,Customer_94,31,M,South,Retired,20000.0,701,0.643,1154.31,46,25.093695652173913,1,56875.69,0.0,1.0,0.0,38.82,Medium
CUST-00095,Customer_95,50,M,West,Employed,67458.88,724,0.495,3382.84,40,84.571,6,140989.88,2.0,0.0,0.0,19.8,Low
CUST-00096,Customer_96,44,F,West,Unemployed,63262.78,676,0.424,3946.98,35,112.77085714285714,6,9266.91,1.0,0.0,0.0,26.68,Medium
CUST-00097,Customer_97,55,M,East,Employed,43327.91,672,0.542,3261.5499999999997,55,59.30090909090909,5,19694.64,1.0,0.0,0.0,23.81,Low
CUST-00098,Customer_98,52,M,West,Retired,20000.0,664,0.448,550.87,21,26.23190476190476,0,88371.23999999999,1.0,0.0,0.0,24.83,Low
CUST-00099,Customer_99,62,F,South,Employed,32241.82,671,0.478,1277.92,23,55.56173913043479,1,29146.89,0.0,1.0,0.0,34.69,Medium
CUST-00100,Customer_100,54,F,East,Employed,21705.09,593,0.424,953.79,48,19.870625,0,68354.23000000001,0.0,0.0,1.0,32.12,Medium
CUST-00101,Customer_101,28,M,South,Employed,59897.17,699,0.208,2676.62,50,53.532399999999996,1,0.0,0.0,0.0,0.0,14.91,Low
CUST-00102,Customer_102,40,F,East,Employed,65203.61,850,0.181,1795.44,28,64.12285714285714,1,0.0,0.0,0.0,0.0,6.11,Low
CUST-00103,Customer_103,60,F,East,Self-Employed,20000.0,573,0.143,977.41,52,18.79634615384615,0,157632.25,1.0,0.0,0.0,23.19,Low
CUST-00104,Customer_104,40,F,North,Employed,80039.11,759,0.096,2269.84,24,94.57666666666667,2,64147.52,1.0,0.0,0.0,9.37,Low
CUST-00105,Customer_105,57,M,Central,Retired,40641.36,619,0.345,577.57,20,28.878500000000003,0,96827.8,1.0,0.0,0.0,24.38,Low
CUST-00106,Customer_106,37,M,North,Self-Employed,52782.3,758,0.212,3328.42,44,75.64590909090909,6,115019.5,2.0,0.0,0.0,14.01,Low
CUST-00107,Customer_107,55,F,West,Self-Employed,41711.06,600,0.051,954.01,28,34.07178571428572,1,0.0,0.0,0.0,0.0,19.18,Low
CUST-00108,Customer_108,27,M,West,Retired,38216.86,803,0.165,950.81,26,36.56961538461538,0,35625.04,2.0,0.0,0.0,10.81,Low
CUST-00109,Customer_109,63,F,North,Self-Employed,22824.55,635,0.461,849.45,36,23.595833333333335,0,24876.55,0.0,0.0,0.0,26.01,Medium
CUST-00110,Customer_110,67,M,East,Employed,86659.46,628,0.255,2998.27,19,157.8036842105263,5,49344.62,1.0,0.0,0.0,20.5,Low
CUST-00111,Customer_111,46,F,Central,Employed,24433.83,734,0.51,453.19,18,25.177222222222223,0,140127.65,3.0,0.0,0.0,20.01,Low
CUST-00112,Customer_112,61,M,East,Employed,142026.94,594,0.637,5565.3,42,132.50714285714287,10,135622.83000000002,1.0,0.0,0.0,29.28,Medium
CUST-00113,Customer_113,26,F,East,Employed,49443.84,702,0.099,956.22,16,59.76375,1,201918.56,1.0,0.0,0.0,13.01,Low
CUST-00114,Customer_114,58,M,South,Employed,36824.63,736,0.075,1611.89,17,94.81705882352942,2,15537.86,1.0,0.0,0.0,11.3,Low
CUST-00115,Customer_115,44,F,South,Self-Employed,83630.35,548,0.39,3069.15,37,82.95,4,79083.49,0.0,1.0,0.0,40.33,Medium
CUST-00116,Customer_116,37,F,Central,Unemployed,68417.66,701,0.332,1837.73,32,57.4290625,2,25376.239999999998,1.0,0.0,0.0,22.84,Low
CUST-00117,Customer_117,63,F,South,Employed,78814.77,732,0.117,1563.56,27,57.90962962962963,1,77559.29999999999,2.0,0.0,0.0,11.05,Low
CUST-00118,Customer_118,26,F,West,Employed,52868.61,780,0.282,2004.4499999999998,38,52.748684210526314,3,36229.63,0.0,0.0,0.0,12.42,Low
CUST-00119,Customer_119,54,M,Central,Employed,46650.58,741,0.238,1416.96,15,94.464,3,39194.05,1.0,0.0,0.0,14.42,Low
CUST-00120,Customer_120,43,M,North,Employed,33038.17,779,0.251,1090.89,31,35.190000000000005,1,43670.979999999996,0.0,0.0,0.0,12.18,Low
CUST-00121,Customer_121,53,F,North,Unemployed,45079.16,693,0.361,2408.1,54,44.59444444444444,3,0.0,0.0,0.0,0.0,24.32,Low
CUST-00122,Customer_122,57,M,East,Employed,54025.99,645,0.498,1368.31,25,54.7324,2,74790.62,2.0,0.0,0.0,24.08,Low
CUST-00123,Customer_123,45,M,North,Employed,97664.84,692,0.346,4663.59,36,129.54416666666668,4,152320.03,2.0,0.0,0.0,17.93,Low
CUST-00124,Customer_124,33,M,West,Employed,212011.11,652,0.155,2319.97,16,144.998125,5,53723.03,2.0,0.0,0.0,16.38,Low
CUST-00125,Customer_125,36,M,West,Employed,51278.07,563,0.4,2762.33,53,52.11943396226415,4,119685.27,1.0,0.0,0.0,26.63,Medium
CUST-00126,Customer_126,27,M,North,Retired,102886.05,665,0.25,3367.56,52,64.76076923076923,3,71884.54,0.0,1.0,0.0,31.15,Medium
CUST-00127,Customer_127,43,M,West,Employed,78499.55,711,0.692,1295.8500000000001,23,56.341304347826096,2,563741.96,0.0,0.0,0.0,23.95,Low
CUST-00128,Customer_128,34,F,North,Self-Employed,42168.85,792,0.586,576.23,16,36.014375,0,63218.98,1.0,0.0,0.0,19.22,Low
CUST-00129,Customer_129,35,M,West,Employed,84805.23,703,0.166,1618.39,24,67.43291666666667,2,133374.32,2.0,0.0,0.0,13.76,Low
CUST-00130,Customer_130,43,F,West,Self-Employed,42743.24,650,0.325,1298.74,18,72.15222222222222,1,42669.06,1.0,0.0,0.0,22.0,Low
CUST-00131,Customer_131,39,F,Central,Employed,38597.26,560,0.29,889.63,31,28.697741935483872,0,0.0,0.0,0.0,0.0,24.56,Low
CUST-00132,Customer_132,41,F,West,Employed,45040.34,705,0.217,1831.28,39,46.955897435897434,1,38246.09,1.0,0.0,0.0,15.13,Low
CUST-00133,Customer_133,36,F,Central,Employed,106328.48,746,0.543,3068.16,26,118.00615384615384,4,38966.49,1.0,0.0,0.0,19.04,Low
CUST-00134,Customer_134,45,F,West,Employed,94020.23,730,0.351,1807.98,21,86.09428571428572,5,0.0,0.0,0.0,0.0,16.64,Low
CUST-00135,Customer_135,39,M,East,Employed,64905.82,793,0.172,756.95,21,36.0452380952381,0,92783.97,2.0,0.0,0.0,8.87,Low
CUST-00136,Customer_136,46,M,South,Employed,66509.79,689,0.1,884.34,15,58.956,1,124020.16,2.0,0.0,0.0,13.41,Low
CUST-00137,Customer_137,38,M,South,Employed,67543.88,707,0.41,3777.8,54,69.95925925925927,5,0.0,0.0,0.0,0.0,18.74,Low
CUST-00138,Customer_138,24,F,Central,Employed,46838.53,702,0.599,1930.1499999999999,42,45.955952380952375,2,49503.14,1.0,1.0,0.0,35.0,Medium
CUST-00139,Customer_139,56,M,West,Employed,25906.45,634,0.387,531.3,25,21.252,0,117193.26,0.0,0.0,0.0,22.93,Low
CUST-00140,Customer_140,18,M,Central,Employed,44118.76,850,0.328,1523.06,36,42.30722222222222,2,172140.22999999998,0.0,0.0,0.0,9.62,Low
CUST-00141,Customer_141,29,F,East,Unemployed,88397.24,706,0.255,3861.0699999999997,38,101.60710526315789,7,0.0,0.0,0.0,0.0,21.33,Low
CUST-00142,Customer_142,28,F,Central,Self-Employed,165322.0,588,0.238,6246.29,32,195.1965625,10,64321.1,1.0,0.0,0.0,23.32,Low
CUST-00143,Customer_143,46,M,West,Employed,62368.36,664,0.495,1162.39,16,72.649375,3,68925.95,1.0,0.0,0.0,23.35,Low
CUST-00144,Customer_144,45,F,North,Employed,52757.91,748,0.355,3308.91,55,60.162,5,65546.96,0.0,0.0,0.0,15.69,Low
CUST-00145,Customer_145,57,F,South,Unemployed,119021.68,729,0.176,5377.78,52,103.41884615384615,10,9309.71,1.0,0.0,0.0,18.18,Low
CUST-00146,Customer_146,25,M,Central,Employed,50319.41,618,0.242,2978.81,51,58.40803921568627,3,218110.84999999998,1.0,0.0,0.0,20.41,Low
CUST-00147,Customer_147,34,F,Central,Self-Employed,51416.05,682,0.366,1952.52,36,54.236666666666665,1,72065.64,1.0,0.0,0.0,20.72,Low
CUST-00148,Customer_148,54,M,West,Employed,32810.51,718,0.507,1580.81,55,28.741999999999997,0,137611.62,1.0,1.0,0.0,32.47,Medium
CUST-00149,Customer_149,41,M,North,Employed,224384.07,682,0.239,8968.83,33,271.78272727272724,23,0.0,0.0,0.0,0.0,18.27,Low
CUST-00150,Customer_150,31,M,West,Employed,61127.26,660,0.42,1150.45,23,50.0195652173913,1,45549.73,0.0,0.0,0.0,21.37,Low
CUST-00151,Customer_151,38,F,East,Unemployed,103144.43,741,0.287,1280.83,15,85.38866666666667,1,25447.74,1.0,0.0,1.0,25.29,Medium
CUST-00152,Customer_152,63,F,East,Unemployed,72901.11,720,0.313,1085.68,16,67.855,2,245031.85,1.0,0.0,0.0,21.66,Low
CUST-00153,Customer_153,35,M,Central,Employed,63767.14,770,0.188,1661.2,29,57.282758620689656,1,43770.46,0.0,0.0,0.0,10.64,Low
CUST-00154,Customer_154,37,F,South,Self-Employed,67003.64,592,0.243,1389.8,18,77.21111111111111,2,55191.35,1.0,0.0,0.0,23.27,Low
CUST-00155,Customer_155,67,M,North,Retired,35836.87,752,0.13,619.29,16,38.705625,0,48738.97,1.0,0.0,0.0,12.97,Low
CUST-00156,Customer_156,55,M,Central,Employed,56336.43,768,0.599,2405.0099999999998,54,44.53722222222222,1,348280.27,1.0,0.0,0.0,19.03,Low
CUST-00157,Customer_157,24,F,North,Self-Employed,25361.97,850,0.172,1197.34,32,37.416875,1,276849.31,1.0,0.0,0.0,8.53,Low
CUST-00158,Customer_158,22,F,East,Unemployed,43694.49,757,0.22,1629.72,48,33.9525,1,24946.85,0.0,0.0,0.0,17.87,Low
CUST-00159,Customer_159,58,M,South,Retired,74674.51,623,0.397,3305.17,54,61.20685185185185,1,0.0,0.0,0.0,0.0,24.57,Low
CUST-00160,Customer_160,40,M,East,Self-Employed,107400.58,483,0.392,2513.07,17,147.82764705882354,4,0.0,0.0,0.0,0.0,32.26,Medium
CUST-00161,Customer_161,28,F,West,Retired,93340.67,572,0.563,1562.24,19,82.22315789473684,3,95253.74,1.0,0.0,0.0,31.1,Medium
CUST-00162,Customer_162,23,M,Central,Self-Employed,51543.54,496,0.556,1666.3899999999999,42,39.67595238095238,0,188914.14,1.0,1.0,1.0,52.52,High
CUST-00163,Customer_163,36,M,North,Self-Employed,37755.52,731,0.319,2281.4900000000002,50,45.6298,0,54872.89,1.0,0.0,0.0,17.34,Low
CUST-00164,Customer_164,46,M,Central,Unemployed,122309.03,657,0.381,3621.6000000000004,21,172.45714285714288,5,83119.92,0.0,1.0,1.0,44.4,Medium
CUST-00165,Customer_165,41,F,East,Employed,55714.53,591,0.25,2159.23,55,39.25872727272727,1,0.0,0.0,0.0,0.0,21.72,Low
CUST-00166,Customer_166,43,F,North,Unemployed,76794.95,672,0.28,1922.72,23,83.59652173913044,3,154330.66,2.0,0.0,0.0,23.58,Low
CUST-00167,Customer_167,40,F,North,Employed,35733.46,742,0.434,928.92,21,44.23428571428571,1,30945.13,0.0,0.0,0.0,17.84,Low
CUST-00168,Customer_168,48,F,South,Employed,36154.7,682,0.565,1948.73,50,38.9746,1,0.0,0.0,0.0,0.0,23.58,Low
CUST-00169,Customer_169,54,F,Central,Unemployed,66746.78,725,0.13,2858.35,42,68.05595238095238,4,0.0,0.0,0.0,0.0,17.68,Low
CUST-00170,Customer_170,32,F,West,Employed,70484.32,775,0.166,2279.65,26,87.67884615384615,4,191971.96,3.0,0.0,0.0,10.4,Low
CUST-00171,Customer_171,47,F,East,Unemployed,23703.26,600,0.406,1387.8899999999999,47,29.529574468085105,1,33743.81,1.0,0.0,0.0,30.88,Medium
CUST-00172,Customer_172,57,M,East,Retired,51856.21,695,0.268,1088.28,29,37.526896551724136,1,0.0,0.0,0.0,0.0,18.57,Low
CUST-00173,Customer_173,24,F,Central,Self-Employed,36796.58,824,0.128,2897.49,54,53.65722222222222,1,13908.99,1.0,0.0,0.0,8.57,Low
CUST-00174,Customer_174,44,F,North,Employed,40738.8,783,0.427,1792.56,45,39.834666666666664,1,0.0,0.0,0.0,0.0,15.18,Low
CUST-00175,Customer_175,38,M,West,Employed,46637.75,683,0.295,969.2,25,38.768,0,0.0,0.0,0.0,0.0,17.72,Low
CUST-00176,Customer_176,69,F,East,Employed,89217.57,746,0.325,5346.8,41,130.40975609756097,5,0.0,0.0,0.0,0.0,14.72,Low
CUST-00177,Customer_177,45,F,Central,Employed,53965.86,734,0.422,647.96,15,43.19733333333333,1,33039.01,1.0,0.0,0.0,17.64,Low
CUST-00178,Customer_178,53,M,North,Employed,42633.87,512,0.497,2089.76,45,46.43911111111112,4,0.0,0.0,0.0,0.0,31.64,Medium
CUST-00179,Customer_179,53,F,Central,Unemployed,55611.9,670,0.147,1885.25,31,60.814516129032256,4,50072.79,1.0,0.0,0.0,21.41,Low
CUST-00180,Customer_180,43,F,West,Employed,35757.83,810,0.294,1899.9,54,35.18333333333334,1,356864.62,1.0,1.0,0.0,23.18,Low
CUST-00181,Customer_181,36,M,East,Employed,116236.75,719,0.241,3288.36,27,121.79111111111112,8,34261.16,0.0,0.0,0.0,15.07,Low
CUST-00182,Customer_182,55,M,East,Self-Employed,50741.67,660,0.514,1371.83,30,45.727666666666664,0,34127.84,1.0,0.0,0.0,24.76,Low
